id,song_popularity
0,0.520768
1,0.40362832
2,0.43773344
3,0.5401639
4,0.57813275
5,0.5374932
6,0.5311237
7,0.43892044
8,0.4495209
9,0.41693616
10,0.51281065
11,0.5281598
12,0.47944295
13,0.57259005
14,0.5804511
15,0.48458478
16,0.5038493
17,0.48325735
18,0.5353881
19,0.49563158
20,0.3771684
21,0.47596255
22,0.5374281
23,0.54241705
24,0.4217787
25,0.57866704
26,0.5543967
27,0.4932431
28,0.51583964
29,0.46576828
30,0.4779127
31,0.5162894
32,0.43168744
33,0.4363133
34,0.59686357
35,0.44199994
36,0.54086435
37,0.5744084
38,0.47243902
39,0.37068373
40,0.52463305
41,0.33417183
42,0.41053796
43,0.55551594
44,0.40846366
45,0.5197767
46,0.42133483
47,0.6113565
48,0.38444948
49,0.49631652
50,0.49651015
51,0.59597313
52,0.46026406
53,0.51509476
54,0.5625053
55,0.4828944
56,0.5202672
57,0.52103615
58,0.4036683
59,0.61871856
60,0.5228538
61,0.5437562
62,0.47562492
63,0.43612477
64,0.38043642
65,0.47644112
66,0.38842303
67,0.55095935
68,0.5409061
69,0.6007509
70,0.48488498
71,0.6248105
72,0.49260664
73,0.48101726
74,0.48854253
75,0.54866743
76,0.58963746
77,0.49967334
78,0.48715338
79,0.53699005
80,0.51339746
81,0.35075125
82,0.5949444
83,0.3024133
84,0.5023702
85,0.5211906
86,0.5252165
87,0.45385107
88,0.5454462
89,0.61229455
90,0.604938
91,0.47154012
92,0.48209304
93,0.43039718
94,0.45597082
95,0.48827884
96,0.37025678
97,0.42241296
98,0.4512873
99,0.5545079
100,0.5754339
101,0.53851694
102,0.48522756
103,0.48592848
104,0.5827453
105,0.5762032
106,0.56545556
107,0.40640938
108,0.4529562
109,0.52666336
110,0.46293977
111,0.5496727
112,0.5485869
113,0.48337623
114,0.3799133
115,0.5396143
116,0.4845073
117,0.5595117
118,0.53531426
119,0.4598744
120,0.4470571
121,0.50856483
122,0.44210202
123,0.5265195
124,0.53959954
125,0.4634795
126,0.42938766
127,0.34710497
128,0.4958138
129,0.56970644
130,0.52089816
131,0.6263031
132,0.5316773
133,0.5901076
134,0.54817474
135,0.6326561
136,0.50261205
137,0.42127502
138,0.4914202
139,0.5622986
140,0.57653385
141,0.55735725
142,0.4998426
143,0.53148377
144,0.50302595
145,0.51597315
146,0.3940169
147,0.5758856
148,0.5220492
149,0.5760736
150,0.375266
151,0.34206912
152,0.52168965
153,0.55956537
154,0.5609683
155,0.512885
156,0.48269376
157,0.4151426
158,0.48682672
159,0.496605
160,0.51203036
161,0.5369172
162,0.4466709
163,0.51397973
164,0.43508732
165,0.59786415
166,0.53787476
167,0.5561248
168,0.5509144
169,0.5432839
170,0.52334505
171,0.56413704
172,0.5218643
173,0.42022613
174,0.4793217
175,0.32852453
176,0.39255324
177,0.49018192
178,0.514362
179,0.5082937
180,0.5072419
181,0.5229363
182,0.5099861
183,0.5476723
184,0.35882574
185,0.28877518
186,0.6373851
187,0.53784686
188,0.52816176
189,0.410943
190,0.42474723
191,0.42388123
192,0.45049608
193,0.4914339
194,0.45634162
195,0.40451354
196,0.4952682
197,0.4231188
198,0.50735974
199,0.2839838
200,0.5112298
201,0.5169482
202,0.49360427
203,0.6296742
204,0.5350413
205,0.51924884
206,0.50856054
207,0.56420404
208,0.37865528
209,0.5072627
210,0.35512677
211,0.6011364
212,0.5255855
213,0.5716091
214,0.39170408
215,0.43867666
216,0.5476753
217,0.6215748
218,0.582651
219,0.4041861
220,0.5610048
221,0.51254535
222,0.5478483
223,0.45073506
224,0.5691986
225,0.540051
226,0.5135849
227,0.5287708
228,0.49360245
229,0.38498878
230,0.4360982
231,0.47304815
232,0.61800843
233,0.47466215
234,0.5197694
235,0.5547514
236,0.4286452
237,0.5044427
238,0.5938979
239,0.5992014
240,0.43081176
241,0.57511514
242,0.5369195
243,0.444039
244,0.5515062
245,0.46294132
246,0.5710061
247,0.5489567
248,0.42707282
249,0.46236655
250,0.63717514
251,0.5380452
252,0.44505045
253,0.51711214
254,0.5729765
255,0.427328
256,0.48805806
257,0.58911777
258,0.5201347
259,0.53667086
260,0.5406501
261,0.5135633
262,0.5007965
263,0.41607848
264,0.5974375
265,0.61536926
266,0.51821965
267,0.44599056
268,0.47846034
269,0.52790636
270,0.4198106
271,0.56540877
272,0.47554862
273,0.52329046
274,0.5266719
275,0.50169724
276,0.43494615
277,0.46493253
278,0.42831787
279,0.583002
280,0.5876983
281,0.5094087
282,0.4029843
283,0.51298517
284,0.5470131
285,0.4441307
286,0.60708386
287,0.44323823
288,0.61116815
289,0.58142656
290,0.5699134
291,0.43064877
292,0.5580767
293,0.31895536
294,0.565182
295,0.5159022
296,0.5231717
297,0.45964107
298,0.62758803
299,0.3949595
300,0.4744673
301,0.58371556
302,0.5155784
303,0.50883263
304,0.47267166
305,0.3664493
306,0.56227344
307,0.37916496
308,0.49493116
309,0.4634024
310,0.5340349
311,0.51719916
312,0.5805218
313,0.46704933
314,0.43719912
315,0.5613826
316,0.37866825
317,0.4038034
318,0.42969003
319,0.35548058
320,0.5573182
321,0.4063256
322,0.51096255
323,0.6365939
324,0.52935475
325,0.46037215
326,0.51288617
327,0.6455908
328,0.5393357
329,0.49526724
330,0.4869161
331,0.46882468
332,0.5428356
333,0.50866115
334,0.49808338
335,0.46931547
336,0.55782616
337,0.57716066
338,0.56872964
339,0.56960034
340,0.5322876
341,0.5276909
342,0.5121279
343,0.36247566
344,0.53993845
345,0.56226146
346,0.578056
347,0.49967557
348,0.38988987
349,0.5241158
350,0.4694789
351,0.5025587
352,0.38446662
353,0.45412457
354,0.45744744
355,0.44439074
356,0.48790005
357,0.5840047
358,0.54702574
359,0.5138321
360,0.50031954
361,0.5011356
362,0.3763511
363,0.49732116
364,0.5117366
365,0.55283934
366,0.5211577
367,0.4732587
368,0.52316815
369,0.5788384
370,0.5223343
371,0.49722025
372,0.36905864
373,0.63340145
374,0.3995288
375,0.4937779
376,0.5599062
377,0.36519846
378,0.6059805
379,0.4514655
380,0.4866543
381,0.482285
382,0.39094913
383,0.5075065
384,0.53599066
385,0.5456352
386,0.4543721
387,0.58895594
388,0.52801526
389,0.47150937
390,0.52870667
391,0.41800183
392,0.58957887
393,0.45800462
394,0.567868
395,0.41292354
396,0.52010155
397,0.5383661
398,0.53050345
399,0.5084321
400,0.5735422
401,0.5039958
402,0.40118316
403,0.5151419
404,0.5367111
405,0.4997894
406,0.43003505
407,0.5319251
408,0.43842098
409,0.5152331
410,0.5973753
411,0.4214993
412,0.42926207
413,0.45679635
414,0.55325335
415,0.61835116
416,0.46994627
417,0.4439619
418,0.51715523
419,0.4322123
420,0.5552787
421,0.49956453
422,0.45504877
423,0.5423474
424,0.5931989
425,0.46363238
426,0.5218102
427,0.44593817
428,0.5269722
429,0.52179694
430,0.55011094
431,0.6319617
432,0.464064
433,0.38671044
434,0.6093944
435,0.5658145
436,0.52147615
437,0.35583913
438,0.42202342
439,0.4765903
440,0.5227162
441,0.6059118
442,0.4452998
443,0.49136004
444,0.5174575
445,0.63215727
446,0.41181812
447,0.53256613
448,0.54853505
449,0.39458662
450,0.40303284
451,0.45581472
452,0.672776
453,0.5392691
454,0.44606626
455,0.5722564
456,0.50049883
457,0.5433743
458,0.46500492
459,0.486751
460,0.4420797
461,0.57966703
462,0.56580406
463,0.44151092
464,0.5318092
465,0.34227473
466,0.5359668
467,0.53951424
468,0.48334023
469,0.46382958
470,0.5077399
471,0.47485268
472,0.55233264
473,0.47699648
474,0.5406155
475,0.4117009
476,0.4804289
477,0.49727666
478,0.5914297
479,0.505848
480,0.5382395
481,0.4635611
482,0.5215169
483,0.55411565
484,0.461947
485,0.36373147
486,0.5057499
487,0.4588964
488,0.47486827
489,0.5023545
490,0.5719046
491,0.42382324
492,0.61763805
493,0.51946294
494,0.59583443
495,0.4777397
496,0.45512477
497,0.48073614
498,0.5864392
499,0.50756997
500,0.58577025
501,0.48260352
502,0.4634744
503,0.4549196
504,0.5006675
505,0.6010625
506,0.5132559
507,0.5431945
508,0.43176207
509,0.51374495
510,0.55705947
511,0.5805626
512,0.40690327
513,0.49287724
514,0.496406
515,0.41692153
516,0.5467154
517,0.49914962
518,0.57948136
519,0.5302119
520,0.47417706
521,0.43981516
522,0.545827
523,0.4756099
524,0.5569952
525,0.41972053
526,0.47270924
527,0.5758869
528,0.5045638
529,0.30558068
530,0.47342104
531,0.49360135
532,0.56949383
533,0.5333383
534,0.49886134
535,0.5135951
536,0.5517393
537,0.5087219
538,0.4827681
539,0.45628193
540,0.5916116
541,0.49940136
542,0.4637693
543,0.57890975
544,0.5998135
545,0.49920863
546,0.4626267
547,0.41562736
548,0.5497655
549,0.5000402
550,0.56057847
551,0.58839434
552,0.6547141
553,0.53168297
554,0.44553682
555,0.51734215
556,0.5032021
557,0.4128945
558,0.56973153
559,0.54619664
560,0.46856382
561,0.42420152
562,0.54784113
563,0.41516787
564,0.44773793
565,0.48400876
566,0.45356888
567,0.44332665
568,0.47899315
569,0.42643824
570,0.4051025
571,0.35316476
572,0.509721
573,0.53159356
574,0.6028465
575,0.46233973
576,0.5809557
577,0.44980273
578,0.47581726
579,0.518761
580,0.5677277
581,0.5368296
582,0.54288286
583,0.4938034
584,0.60806847
585,0.5669247
586,0.5656781
587,0.52743304
588,0.5844197
589,0.5601285
590,0.46811128
591,0.41307393
592,0.39933997
593,0.50826126
594,0.49031386
595,0.5161241
596,0.3461566
597,0.49270195
598,0.38348994
599,0.40222153
600,0.4534039
601,0.49698743
602,0.5003034
603,0.47738248
604,0.51431036
605,0.48970523
606,0.5289234
607,0.44661692
608,0.51248825
609,0.484775
610,0.5103057
611,0.5150875
612,0.4682565
613,0.5624463
614,0.5085293
615,0.38622648
616,0.55295205
617,0.60345185
618,0.48714754
619,0.501446
620,0.43858838
621,0.54941285
622,0.5377566
623,0.5829308
624,0.482458
625,0.47830072
626,0.43699563
627,0.43857327
628,0.5496838
629,0.5231676
630,0.262729
631,0.4794942
632,0.39024666
633,0.5209654
634,0.42544144
635,0.5090221
636,0.44907877
637,0.5029302
638,0.4444667
639,0.54816
640,0.54669553
641,0.48861447
642,0.4583123
643,0.56389797
644,0.54698694
645,0.5254697
646,0.48773494
647,0.49508968
648,0.51730806
649,0.49806693
650,0.44199347
651,0.48963064
652,0.43728793
653,0.5511598
654,0.49584302
655,0.41704562
656,0.60410285
657,0.556679
658,0.5124902
659,0.60481054
660,0.47225174
661,0.576263
662,0.5128043
663,0.4815865
664,0.3220018
665,0.3610385
666,0.44101027
667,0.47592938
668,0.5026714
669,0.53791857
670,0.3504555
671,0.50824475
672,0.4826028
673,0.4674092
674,0.5369983
675,0.3840513
676,0.42823592
677,0.45971084
678,0.46881607
679,0.4945875
680,0.47839043
681,0.5558894
682,0.54408216
683,0.5382409
684,0.4261707
685,0.5787606
686,0.50439656
687,0.55047333
688,0.43397424
689,0.51351184
690,0.60576516
691,0.54792434
692,0.51492465
693,0.49437577
694,0.38633305
695,0.3867336
696,0.52256924
697,0.4393565
698,0.54019004
699,0.52188367
700,0.4917003
701,0.53858376
702,0.57541513
703,0.58659285
704,0.49630496
705,0.47847208
706,0.60754293
707,0.3713263
708,0.4785095
709,0.51557314
710,0.51021993
711,0.49076468
712,0.54457915
713,0.54611224
714,0.4099054
715,0.5814434
716,0.50741524
717,0.4302388
718,0.6026532
719,0.4369077
720,0.49092177
721,0.38382524
722,0.42255005
723,0.52831155
724,0.46452212
725,0.537246
726,0.30336
727,0.5004884
728,0.52290845
729,0.4926106
730,0.576249
731,0.44837317
732,0.5408209
733,0.4457293
734,0.40433902
735,0.404574
736,0.61519164
737,0.5297667
738,0.5651941
739,0.50196373
740,0.5382015
741,0.55778074
742,0.5536564
743,0.4610675
744,0.47722396
745,0.59403723
746,0.51435536
747,0.5770322
748,0.53259355
749,0.46117228
750,0.6527119
751,0.51077527
752,0.61929095
753,0.41687956
754,0.39164835
755,0.5368363
756,0.5169988
757,0.4555147
758,0.52126503
759,0.39411685
760,0.6145008
761,0.50424236
762,0.55238813
763,0.5302669
764,0.52043986
765,0.3402763
766,0.50707275
767,0.4686194
768,0.49554425
769,0.42825967
770,0.42670816
771,0.542818
772,0.38301727
773,0.55505097
774,0.48894465
775,0.5943455
776,0.48382166
777,0.48832965
778,0.5065485
779,0.3743339
780,0.5272646
781,0.5433834
782,0.5585291
783,0.5658732
784,0.4580827
785,0.5117097
786,0.48430324
787,0.4404423
788,0.43950447
789,0.56379974
790,0.616174
791,0.5614525
792,0.5850457
793,0.54192394
794,0.43122473
795,0.5727992
796,0.5350231
797,0.47484764
798,0.4799334
799,0.4341838
800,0.5119517
801,0.43399256
802,0.49492234
803,0.4813999
804,0.5376831
805,0.42502153
806,0.48936713
807,0.563064
808,0.57541335
809,0.5215592
810,0.46970588
811,0.6044396
812,0.5236241
813,0.48067218
814,0.4643508
815,0.4644731
816,0.5716398
817,0.4631977
818,0.5293557
819,0.4445978
820,0.61119235
821,0.5024851
822,0.42497516
823,0.55075157
824,0.5672742
825,0.3697433
826,0.575365
827,0.48763847
828,0.5059415
829,0.46855846
830,0.42184442
831,0.47815853
832,0.4367882
833,0.47634757
834,0.57081324
835,0.47232988
836,0.43982983
837,0.42677593
838,0.5063816
839,0.5618527
840,0.46122208
841,0.4669424
842,0.44964552
843,0.41817105
844,0.38225237
845,0.40126723
846,0.43737456
847,0.40558425
848,0.38967133
849,0.5594577
850,0.42423674
851,0.5304789
852,0.53541607
853,0.46780068
854,0.5065762
855,0.49471322
856,0.61398387
857,0.5013977
858,0.43853408
859,0.4826998
860,0.5129561
861,0.5159396
862,0.5175614
863,0.44948813
864,0.5219809
865,0.5318626
866,0.6092633
867,0.5964959
868,0.551909
869,0.5159703
870,0.5606831
871,0.5114119
872,0.5678734
873,0.5503932
874,0.3697537
875,0.5652275
876,0.48394647
877,0.41713005
878,0.57480097
879,0.44170392
880,0.4961367
881,0.46481812
882,0.45372882
883,0.5317736
884,0.503216
885,0.53028846
886,0.45586392
887,0.51887107
888,0.41594452
889,0.5368492
890,0.5640297
891,0.52684754
892,0.47254482
893,0.5742235
894,0.4535341
895,0.42568105
896,0.5044482
897,0.48186606
898,0.49262673
899,0.5439899
900,0.47161862
901,0.41374183
902,0.48855978
903,0.53048056
904,0.48089346
905,0.50467515
906,0.594973
907,0.5239329
908,0.5108467
909,0.47662455
910,0.41217047
911,0.4953285
912,0.4681072
913,0.5462458
914,0.41752872
915,0.42395976
916,0.5619198
917,0.3611226
918,0.3116592
919,0.6054453
920,0.5026183
921,0.25643548
922,0.51264256
923,0.35101745
924,0.54340297
925,0.60588086
926,0.4955909
927,0.5595255
928,0.38598365
929,0.53458315
930,0.44192806
931,0.4625263
932,0.4575283
933,0.5102926
934,0.4858429
935,0.39098793
936,0.4627482
937,0.55845577
938,0.5088185
939,0.5213654
940,0.48757398
941,0.5172069
942,0.59689534
943,0.41966578
944,0.54214084
945,0.32390597
946,0.32056656
947,0.44984028
948,0.49515966
949,0.5901231
950,0.55485386
951,0.4851718
952,0.43269673
953,0.49390146
954,0.41768005
955,0.51434386
956,0.46029767
957,0.50488734
958,0.46042702
959,0.5393314
960,0.49827826
961,0.5810407
962,0.5423099
963,0.38382304
964,0.38791677
965,0.55957717
966,0.5815196
967,0.3680011
968,0.49515128
969,0.495699
970,0.30461922
971,0.51020736
972,0.34014475
973,0.4969278
974,0.5057037
975,0.4630423
976,0.5418199
977,0.4872156
978,0.52024513
979,0.4880589
980,0.56051093
981,0.51788497
982,0.64947754
983,0.5532561
984,0.537406
985,0.41003442
986,0.44659254
987,0.46188977
988,0.51798284
989,0.5291654
990,0.52860093
991,0.30423614
992,0.5086188
993,0.5298822
994,0.4765048
995,0.594912
996,0.5583561
997,0.5006671
998,0.6103472
999,0.5218707
1000,0.59082085
1001,0.53563356
1002,0.51879257
1003,0.420458
1004,0.4301755
1005,0.6342116
1006,0.45492417
1007,0.5176361
1008,0.55559033
1009,0.5780915
1010,0.43114224
1011,0.4155071
1012,0.4378271
1013,0.41234586
1014,0.5954792
1015,0.5223352
1016,0.3564309
1017,0.49868765
1018,0.49877632
1019,0.58802897
1020,0.4282222
1021,0.5465159
1022,0.53246546
1023,0.53124887
1024,0.46004233
1025,0.4658999
1026,0.5084292
1027,0.49189213
1028,0.524018
1029,0.37843698
1030,0.55444074
1031,0.63655674
1032,0.42714125
1033,0.46104318
1034,0.5368231
1035,0.39318153
1036,0.5306942
1037,0.43538895
1038,0.54373133
1039,0.40785018
1040,0.42389303
1041,0.47769696
1042,0.5534818
1043,0.37897736
1044,0.44266975
1045,0.49190927
1046,0.5438282
1047,0.60288095
1048,0.5275502
1049,0.53093606
1050,0.476942
1051,0.495299
1052,0.4247329
1053,0.5211517
1054,0.3893587
1055,0.55632555
1056,0.5218762
1057,0.5629913
1058,0.558553
1059,0.4755433
1060,0.57392275
1061,0.50233227
1062,0.45024765
1063,0.4506284
1064,0.48174727
1065,0.64962703
1066,0.58015585
1067,0.53332186
1068,0.58418095
1069,0.5672386
1070,0.48217955
1071,0.5444215
1072,0.5462667
1073,0.47043082
1074,0.5523662
1075,0.3944232
1076,0.56366205
1077,0.5502508
1078,0.61008173
1079,0.43614605
1080,0.62330717
1081,0.52853745
1082,0.55358565
1083,0.52862316
1084,0.4321176
1085,0.4625262
1086,0.5924178
1087,0.5148627
1088,0.47461864
1089,0.5504453
1090,0.49945635
1091,0.47978008
1092,0.5501158
1093,0.44844088
1094,0.5339362
1095,0.47186488
1096,0.40892807
1097,0.5445356
1098,0.47905105
1099,0.57656705
1100,0.51236266
1101,0.4882786
1102,0.58817065
1103,0.54875475
1104,0.5194292
1105,0.5926427
1106,0.45156989
1107,0.47856465
1108,0.5374495
1109,0.3604119
1110,0.50661147
1111,0.3882212
1112,0.47380304
1113,0.56176883
1114,0.61095893
1115,0.51222944
1116,0.5896592
1117,0.5155279
1118,0.53140223
1119,0.45147544
1120,0.42069668
1121,0.48009166
1122,0.585392
1123,0.4264655
1124,0.48872754
1125,0.33646607
1126,0.42321834
1127,0.5067765
1128,0.44774616
1129,0.44300985
1130,0.5612337
1131,0.4972958
1132,0.55179673
1133,0.5838926
1134,0.5890184
1135,0.48957783
1136,0.5350535
1137,0.4846659
1138,0.37809238
1139,0.4403984
1140,0.5125227
1141,0.5776922
1142,0.48771057
1143,0.38309035
1144,0.56607276
1145,0.5291463
1146,0.32474872
1147,0.42006412
1148,0.44277447
1149,0.47353265
1150,0.4154861
1151,0.5417406
1152,0.55938804
1153,0.55114466
1154,0.44772902
1155,0.44637862
1156,0.43008828
1157,0.45629376
1158,0.55308574
1159,0.55159247
1160,0.51379913
1161,0.44718987
1162,0.45869502
1163,0.50401217
1164,0.3207711
1165,0.5872843
1166,0.46898198
1167,0.5191412
1168,0.59019756
1169,0.5484523
1170,0.5512377
1171,0.5515272
1172,0.57629657
1173,0.53877985
1174,0.54407126
1175,0.57988083
1176,0.5382719
1177,0.5531231
1178,0.45379487
1179,0.5402258
1180,0.4118838
1181,0.5435699
1182,0.49803865
1183,0.58737165
1184,0.59289044
1185,0.5716156
1186,0.4643803
1187,0.6001162
1188,0.4386808
1189,0.54663056
1190,0.5032464
1191,0.47790056
1192,0.63052684
1193,0.61346895
1194,0.5576882
1195,0.48364502
1196,0.5237707
1197,0.57605904
1198,0.4803711
1199,0.48426506
1200,0.42063767
1201,0.4969922
1202,0.47949985
1203,0.48194826
1204,0.5454418
1205,0.5610607
1206,0.5751214
1207,0.5985334
1208,0.5141274
1209,0.5215205
1210,0.43873316
1211,0.57910234
1212,0.52825487
1213,0.38922334
1214,0.3828757
1215,0.47866464
1216,0.38992226
1217,0.555186
1218,0.5510263
1219,0.57108057
1220,0.33576676
1221,0.51494366
1222,0.4631948
1223,0.48034522
1224,0.4550928
1225,0.48211235
1226,0.5633451
1227,0.58788013
1228,0.46617678
1229,0.53438646
1230,0.5425077
1231,0.39729637
1232,0.5632081
